Code; Description; CodeType; Deprecated; Created; Modified; 
DCE; 1 2-dichloroethane; PARAM; False; 2006-10-23; 2006-10-23; 
DCE11; 1 1-dichloroethane; PARAM; False; 2006-10-23; 2006-10-23; 
DCEE11; 1 1-Dichloroethene; PARAM; False; 2012-07-01; 2012-07-01; 
DCFOP; o p'-Dicofol; PARAM; False; 2015-02-26; 2015-02-26; 
DCFPP; p p'-Dicofol; PARAM; False; 2015-02-26; 2015-02-26; 
DCM; Dichloromethane; PARAM; False; 2007-05-11; 2007-05-11; 
DCNB24; 2 4-Dichloronitrobenzene; PARAM; False; 2007-07-31; 2007-07-31; 
DCNB25; 2 5-Dichloronitrobenzene; PARAM; False; 2007-07-31; 2007-07-31; 
DCNB34; 3 4-Dichloronitrobenzene; PARAM; False; 2007-07-31; 2007-07-31; 
DCOIT; 4 5-Dichloro-2-octyl-4-isothiazolin-3-one; PARAM; False; 2016-01-18; 2016-03-21; 
DCP23; 2 3-dichlorophenol; PARAM; False; 2006-10-23; 2006-10-23; 
DCP24; 2 4-dichlorophenol; PARAM; False; 2006-10-23; 2006-10-23; 
DCP25; 2 5-dichlorophenol; PARAM; False; 2006-10-23; 2006-10-23; 
DCP26; 2 6-dichlorophenol; PARAM; False; 2006-10-23; 2006-10-23; 
DCP34; 3 4-dichlorophenol; PARAM; False; 2006-10-23; 2006-10-23; 
DCP35; 3 5-dichlorophenol; PARAM; False; 2006-10-23; 2006-10-23; 
DCV; dichlorvos; PARAM; False; 2006-10-23; 2006-10-23; 
DDEOP; DDE (o p'); PARAM; False; 2006-10-23; 2006-10-23; 
DDEPP; DDE (p p'); PARAM; False; 2006-10-23; 2006-10-23; 
DDTEP; DDT (p p') + DDE (p p'); PARAM; False; 2006-10-23; 2006-10-23; 
DDTOP; DDT (o p'); PARAM; False; 2006-10-23; 2006-10-23; 
DDTPP; DDT (p p'); PARAM; False; 2006-10-23; 2006-10-23; 
DEA; deethyl atrazine; PARAM; False; 2006-10-23; 2006-10-23; 
DEGNL; Degenerative lesions; PARAM; False; 2012-03-09; 2012-03-09; 
DEHP; Phthalic acid  bis(2-ethylhexyl) ester; PARAM; False; 2006-10-23; 2006-10-23; 
DEMT; Demeton; PARAM; False; 2006-10-23; 2006-10-23; 
DEMTO; Demeton-O; PARAM; False; 2006-10-23; 2006-10-23; 
DEMTS; Demeton-S; PARAM; False; 2006-10-23; 2006-10-23; 
DEMTSM; Demeton-S-methyl; PARAM; False; 2006-10-23; 2006-10-23; 
DEP; Diethyl phthalate; PARAM; False; 2016-04-08; 2016-04-08; 
DEPH; depth (of sampling); PARAM; False; 2006-10-23; 2006-10-23; 
DFLOW; Discharge flow - Riverine discharge flow measured as volume per time (e.g. cubic meter/s) (MATRX=SI); PARAM; False; 2012-10-02; 2014-11-05; 
DIA; deisopropylatrazine; PARAM; False; 2006-10-23; 2006-10-23; 
DIAZN; Diazinon; PARAM; False; 2006-10-23; 2006-10-23; 
DIBP; Diisobutyl phthalate; PARAM; False; 2016-04-08; 2016-04-08; 
DIC; dissolved inorganic carbon; PARAM; False; 2011-12-08; 2011-12-08; 
DICL IDO; Diclidophora merlangi (stages 1-3 specified in MUNIT); PARAM; False; 2007-11-05; 2007-11-05; 
DIDP; Diisodecyl phthalate; PARAM; False; 2016-04-08; 2016-04-08; 
DIELD; dieldrin; PARAM; False; 2006-10-23; 2006-10-23; 
DINP1; 1 2-Benzenedicarboxylic acid  di-C8-10-branched alkyl esters  C9-rich; PARAM; False; 2006-10-23; 2006-10-23; 
DINP2; 1 2-Benzenedicarboxylic acid  diisononyl ester; PARAM; False; 2006-10-23; 2006-10-23; 
DIPLSTOM; Diplostomum sp.; PARAM; False; 2012-03-11; 2012-03-11; 
DISPT; distance from point source (MATRX=SI); PARAM; False; 2006-10-23; 2006-10-23; 
DISTS; distance to shore (MATRX=SI); PARAM; False; 2006-10-23; 2006-10-23; 
DIURN; Diuron; PARAM; False; 2007-05-11; 2007-05-11; 
DMP24; 2 4-Dimethylphenol; PARAM; False; 2006-10-23; 2006-10-23; 
DMT; dimethoate; PARAM; False; 2006-10-23; 2006-10-23; 
DMTBB; dimethyl TBBP-A  dimethyl tetrabromobisphenol-A (DMTBBPA); PARAM; False; 2006-10-23; 2006-10-23; 
DNA-VS; Visual DNA scoring; PARAM; False; 2014-07-08; 2014-07-08; 
DNAAD; DNA adducts; PARAM; False; 2006-10-23; 2006-10-23; 
DNOC; Dinitro-o-cresol; PARAM; False; 2012-06-26; 2012-06-26; 
DNOP; Di-n-octyl phthalate; PARAM; False; 2006-10-23; 2006-10-23; 
DNSEB; Dinoseb; PARAM; False; 2012-06-25; 2012-06-25; 
DOC; dissolved organic carbon; PARAM; False; 2006-10-23; 2006-10-23; 
DOSN+; dioctyltin ion; PARAM; False; 2008-09-08; 2008-11-28; 
DOXY; dissolved oxygen; PARAM; False; 2006-10-23; 2006-10-23; 
DPSN+; Diphenyltin ion; PARAM; False; 2008-06-09; 2008-06-09; 
DPTIN; diphenyltin - expressed as Sn-atom; PARAM; False; 2006-10-23; 2008-11-28; 
DR-LUC-TEQ; DR-LUC Equivalent; PARAM; False; 2012-06-29; 2012-06-29; 
DRYWT%; dry weight percent; PARAM; False; 2006-10-23; 2007-05-15; 
DSMTN; Desmetryn; PARAM; False; 2012-08-13; 2012-08-13; 
DTERG; Detergents; PARAM; False; 2012-08-21; 2012-08-21; 
DY; Dysprosium; PARAM; False; 2016-04-05; 2016-04-05; 
ENALD; Endrin aldehyde; PARAM; False; 2006-10-23; 2006-10-23; 
END; endrin; PARAM; False; 2006-10-23; 2006-10-23; 
ENDA; alpha-endosulfan; PARAM; False; 2006-10-23; 2006-10-23; 
ENDB; beta-endosulfan; PARAM; False; 2006-10-23; 2006-10-23; 
ENDN; Endosulphan; PARAM; False; 2012-07-29; 2012-07-31; 
ENDOS; sum of (alpha-endosulfan  beta-endosulfan  endosulphan sulphate); PARAM; False; 2006-10-23; 2006-10-23; 
ENDS; endosulfan sulfate; PARAM; False; 2006-10-23; 2006-10-23; 
ENKET; Endrin ketone; PARAM; False; 2006-10-23; 2006-10-23; 
EOSFC; eosinophilic foci; PARAM; False; 2006-10-23; 2008-06-11; 
EPID PAP; epidermal hyperplasia/papilloma; PARAM; False; 2006-10-23; 2006-10-23; 
EPOCL; extractable persistent organically bound chlorine; PARAM; False; 2006-10-23; 2006-10-23; 
ER; Erbium; PARAM; False; 2016-04-05; 2016-04-05; 
EROD; EROD - Ethoxyresorufin-O-deethylase - (MUNIT pmol resorufin/mg-protein/min  substrate: 7-ethoxyresorufin); PARAM; False; 2006-10-23; 2012-06-21; 
ESTSR; estimated sedimentation rate (ex. mm/year) (MATRX=SI); PARAM; False; 2006-10-23; 2006-10-23; 
ETBEN; ethylbenzene; PARAM; False; 2006-10-23; 2006-10-23; 
ETHFM; Ethofumesate; PARAM; False; 2012-08-13; 2012-08-13; 
EU; europium; PARAM; False; 2006-10-23; 2006-10-23; 
EXLIP%; extractable lipid percent; PARAM; False; 2006-10-23; 2007-05-15; 
F; Fluorine; PARAM; False; 2012-08-13; 2012-08-13; 
FATWT%; fat weight percent; PARAM; False; 2006-10-23; 2007-05-15; 
FE; iron; PARAM; False; 2006-10-23; 2006-10-23; 
FE2O3; Iron trioxide; PARAM; False; 2016-04-05; 2016-04-05; 
FEN; fenthion; PARAM; False; 2006-10-23; 2006-10-23; 
FENT; fenitrothion; PARAM; False; 2006-10-23; 2006-10-23; 
FIBINC; fibrillar inclusions; PARAM; False; 2006-10-23; 2008-06-11; 
FIBROS; fibrosis; PARAM; False; 2008-06-10; 2008-06-11; 
FLCFRN; flucofuron; PARAM; False; 2009-05-06; 2009-05-06; 
FLE; fluorene; PARAM; False; 2006-10-23; 2006-10-23; 
FLE9OH; 9-Hydroxyfluorene; PARAM; False; 2009-12-02; 2009-12-02; 
FLU; fluoranthene; PARAM; False; 2006-10-23; 2006-10-23; 
FLU3OH; 3-hydroxyfluoranthene; PARAM; False; 2014-08-02; 2014-08-02; 
FLU3OH-QC; 3-hydroxyfluoranthene normalised (QC parameter); PARAM; False; 2015-06-19; 2015-06-19; 
FLUM1; Fluoranthene  1-methyl-; PARAM; False; 2006-10-23; 2006-10-23; 
FROT; fin rot/erosion (acute/healing); PARAM; False; 2006-10-23; 2006-10-23; 
FURDN; Carbofuran; PARAM; False; 2012-07-07; 2012-07-07; 
GA; gallium; PARAM; False; 2006-10-23; 2006-10-23; 
GD; Gadolinium; PARAM; False; 2016-04-04; 2016-04-04; 
GE; germanium; PARAM; False; 2006-10-23; 2006-10-23; 
GLUG STE; Glugea sp; PARAM; False; 2006-10-23; 2006-10-23; 
GLYCCV; variable glycogen content; PARAM; False; 2008-06-10; 2008-06-11; 
GLYPH; glyphosate; PARAM; False; 2012-06-20; 2012-06-20; 
GOSOI; gonadal somatic index ((gonad weight/whole organism weight) x 100); PARAM; False; 2006-10-23; 2013-08-14; 
GRANLM; granuloma; PARAM; False; 2008-06-10; 2008-06-11; 
GS>1000<2000; Grain Size Mass Fraction Range >1000 micron - <2000; PARAM; False; 2007-01-25; 2007-01-25; 
GS>125<250; Grain Size Mass Fraction Range >125 micron - <250; PARAM; False; 2007-01-25; 2007-01-25; 
GS>2000<4000; Grain Size Mass Fraction Range >2000 micron - <4000; PARAM; False; 2007-01-25; 2007-01-25; 
GS>250<500; Grain Size Mass Fraction Range >250 micron - <500; PARAM; False; 2007-01-25; 2007-01-25; 
GS>4000<8000; Grain Size Mass Fraction Range >4000 micron - <8000; PARAM; False; 2007-01-25; 2007-01-25; 
GS>500<1000; Grain Size Mass Fraction Range >500 micron - <1000; PARAM; False; 2007-01-25; 2007-01-25; 
GS>63<125; Grain Size Mass Fraction Range >63 micron - <125; PARAM; False; 2007-07-26; 2007-07-26; 
GS>63<2000; Grain Size Mass Fraction Range >63 micron - <2000 (sand); PARAM; False; 2006-10-23; 2006-10-23; 
GSAMT; amount in grain size fraction (cumulative) (2.2); PARAM; False; 2006-10-23; 2006-10-23; 
GSKURT; grain size kurtosis; PARAM; False; 2006-10-23; 2006-10-23; 
GSMEA; grain size mean; PARAM; False; 2006-10-23; 2006-10-23; 
GSMED; grain size median; PARAM; False; 2006-10-23; 2006-10-23; 
GSMF>2000; Grain Size Mass Fraction >2000 micron (gravel); PARAM; False; 2006-10-23; 2006-10-23; 
GSMF>8000; Grain Size Mass Fraction >8000 micron; PARAM; False; 2007-01-25; 2007-01-25; 
GSMF1; Grain Size Mass Fraction <1 micron; PARAM; False; 2008-08-11; 2008-08-11; 
GSMF1000; Grain Size Mass Fraction <1000 micron; PARAM; False; 2006-10-23; 2006-10-23; 
GSMF105; Grain Size Mass Fraction <105 micron; PARAM; False; 2008-08-11; 2008-08-11; 
GSMF1200; Grain Size Mass Fraction <1200 micron; PARAM; False; 2008-08-11; 2008-08-11; 
GSMF125; Grain Size Mass Fraction <125 micron; PARAM; False; 2008-04-03; 2008-04-03; 
GSMF15; Grain Size Mass Fraction <15 micron; PARAM; False; 2008-08-11; 2008-08-11; 
GSMF150; Grain Size Mass Fraction <150 micron; PARAM; False; 2008-08-11; 2008-08-11; 
GSMF16; Grain Size Mass Fraction <16 micron; PARAM; False; 2008-04-02; 2008-04-02; 
GSMF1700; Grain Size Mass Fraction <1700 micron; PARAM; False; 2008-08-11; 2008-08-11; 
GSMF2; Grain Size Mass Fraction <2 micron; PARAM; False; 2008-08-07; 2008-08-07; 
GSMF20; Grain Size Mass Fraction <20 micron; PARAM; False; 2006-10-23; 2006-10-23; 
GSMF200; Grain Size Mass Fraction <200 micron; PARAM; False; 2008-08-04; 2008-08-04; 
GSMF2000; Grain Size Mass Fraction <2000 micron; PARAM; False; 2006-10-23; 2006-10-23; 
GSMF210; Grain Size Mass Fraction <210 micron; PARAM; False; 2008-08-11; 2008-08-11; 
GSMF250; Grain Size Mass Fraction <250 micron; PARAM; False; 2008-04-03; 2008-04-03; 
GSMF3; Grain Size Mass Fraction <3 micron; PARAM; False; 2008-08-11; 2008-08-11; 
GSMF300; Grain Size Mass Fraction <300 micron; PARAM; False; 2008-08-11; 2008-08-11; 
GSMF31; Grain Size Mass Fraction <31 micron; PARAM; False; 2008-08-11; 2008-08-11; 
GSMF4; Grain Size Mass Fraction <4 micron; PARAM; False; 2008-08-11; 2008-08-11; 
GSMF420; Grain Size Mass Fraction <420 micron; PARAM; False; 2008-08-11; 2008-08-11; 
GSMF45; Grain Size Mass Fraction <45 micron; PARAM; False; 2016-01-14; 2016-01-14; 
GSMF50; Grain Size Mass Fraction <50 micron; PARAM; False; 2008-04-02; 2008-04-02; 
GSMF500; Grain Size Mass Fraction <500 micron; PARAM; False; 2006-10-23; 2006-10-23; 
GSMF53; Grain Size Mass Fraction <53 micron; PARAM; False; 2008-08-07; 2008-08-07; 
GSMF600; Grain Size Mass Fraction <600 micron; PARAM; False; 2008-08-04; 2008-08-04; 
GSMF63; Grain Size Mass Fraction <63 micron (silt/clay); PARAM; False; 2006-10-23; 2006-10-23; 
GSMF630; Grain Size Mass Fraction <630 micron; PARAM; False; 2012-06-20; 2012-06-20; 
GSMF7; Grain Size Mass Fraction <7 micron; PARAM; False; 2008-08-11; 2008-08-11; 
GSMF75; Grain Size Mass Fraction <75 micron; PARAM; False; 2008-08-11; 2008-08-11; 
GSMF8; Grain Size Mass Fraction <8 micron; PARAM; False; 2008-08-13; 2008-08-13; 
GSMF850; Grain Size Mass Fraction <850 micron; PARAM; False; 2008-08-11; 2008-08-11; 
GSMF90; Grain Size Mass Fraction <90 micron; PARAM; False; 2006-10-23; 2006-10-23; 
GSPRE; Gonadal stage - Pre-spawning; PARAM; False; 2011-01-13; 2011-01-13; 
GSPST; Gonadal stage - Post-spawning; PARAM; False; 2011-01-13; 2011-01-13; 
GSSKEW; grain size skewness; PARAM; False; 2006-10-23; 2006-10-23; 
GSSORT; grain size sorting; PARAM; False; 2006-10-23; 2006-10-23; 
GST; glutathionine transferase; PARAM; False; 2006-10-23; 2012-08-02; 
GUTWTMAX; weight - gutted (maximum); PARAM; False; 2007-02-05; 2007-02-05; 
GUTWTMEA; weight - gutted (mean or individual); PARAM; False; 2007-02-05; 2007-02-05; 
GUTWTMIN; weight - gutted (minimum); PARAM; False; 2007-02-05; 2007-02-05; 
H3; tritium; PARAM; False; 2009-07-14; 2009-07-14; 
HAPLOS; Haplosporidia sp.; PARAM; False; 2012-03-05; 2012-03-05; 
HB; Hemoglobin; PARAM; False; 2016-04-15; 2016-04-15; 
HBCD; 1 2 5 6 9 10-hexabromocyclododecane; PARAM; False; 2006-10-23; 2006-10-23; 
HBCDA; alpha-hexabromocyclododecane; PARAM; False; 2006-10-23; 2006-10-23; 
HBCDB; beta-hexabromocyclododecane; PARAM; False; 2006-10-23; 2006-10-23; 
HBCDG; gamma-hexabromocyclododecane; PARAM; False; 2006-10-23; 2006-10-23; 
HC-U; hydrocarbons - unspecified; PARAM; False; 2012-09-04; 2012-09-04; 
HCB; hexachlorobenzene; PARAM; False; 2006-10-23; 2006-10-23; 
HCBD; hexachlorobutadiene; PARAM; False; 2006-10-23; 2006-10-23; 
HCE; hexachloroethane; PARAM; False; 2006-10-23; 2006-10-23; 
HCEPC;" cis-heptachlorepoxide ""(alpha)"""; PARAM; False; 2006-10-23; 2006-10-23; 
HCEPT;" trans-heptachlorepoxide ""(beta)"""; PARAM; False; 2006-10-23; 2006-10-23; 
HCEPX; heptachlor epoxide; PARAM; False; 2006-10-23; 2006-10-23; 
HCH; Hexachlorocyclohexane; PARAM; False; 2007-06-28; 2007-06-28; 
HCHA; alpha-HCH (alpha-hexachlorocyclohexane); PARAM; False; 2006-10-23; 2006-10-23; 
HCHB; beta-HCH (beta-hexachlorocyclohexane); PARAM; False; 2006-10-23; 2006-10-23; 
HCHD; delta-HCH (delta-hexachlorocyclohexane); PARAM; False; 2006-10-23; 2006-10-23; 
HCHE; epsilon-HCH (epsilon-hexachlorocyclohexane); PARAM; False; 2007-07-31; 2012-08-13; 
HCHG; gamma-HCH (gamma-hexachlorocyclohexane); PARAM; False; 2006-10-23; 2006-10-23; 
HEMAGA; hemangioma; PARAM; False; 2006-10-23; 2008-06-11; 
HEMAPS; hemangiopericytic sarcoma; PARAM; False; 2006-10-23; 2008-06-11; 
HEMAS; hemangiosarcoma; PARAM; False; 2006-10-23; 2008-06-11; 
HEMOSD; hemosiderosis; PARAM; False; 2008-06-10; 2008-06-11; 
HEPBCM; mixed hepatobiliary carcinoma; PARAM; False; 2006-10-23; 2008-06-11; 
HEPC; heptachlor; PARAM; False; 2006-10-23; 2006-10-23; 
HEPCA; hepatocellular adenoma; PARAM; False; 2006-10-23; 2008-06-11; 
HEPCC; hepatocellular carcinoma; PARAM; False; 2006-10-23; 2008-06-11; 
HEPCNP; hepatocellular and nuclear polymorphism; PARAM; False; 2006-10-23; 2008-06-11; 
HEXZ; Hexazinone; PARAM; False; 2006-10-23; 2006-10-23; 
HF; Hafnium; PARAM; False; 2016-04-04; 2016-04-04; 
HG; mercury; PARAM; False; 2006-10-23; 2006-10-23; 
HGTOR; total organic mercury; PARAM; False; 2006-10-23; 2006-10-23; 
HO; Holmium; PARAM; False; 2016-04-04; 2016-04-04; 
HPBDE; hepta-bromodiphenyl ether (sum of congeners); PARAM; False; 2006-10-23; 2006-10-23; 
HPCB1; 2-exo 3-endo 5-exo-8 9 10 10-heptachlorobornane; PARAM; False; 2006-10-23; 2006-10-23; 
HPCB2; 2 2 5 5 8 9 10-heptachlorobornane; PARAM; False; 2006-10-23; 2006-10-23; 
HPCB3; 2-exo 3-endo 6-exo 8 9 10 10-heptachlorobornane; PARAM; False; 2006-10-23; 2006-10-23; 
HPCB4; 2-exo 3-endo 5-exo 6-exo-8 9 10-heptachlorobornane; PARAM; False; 2006-10-23; 2006-10-23; 
HPCB5; 2-exo 5-exo 6-endo-8 9 10 10-heptachlorobornane  HpCB 4661; PARAM; False; 2006-10-23; 2006-10-23; 
HPIGM; hyperpigmentation (stages 1-3 or affected number - specify in units); PARAM; False; 2006-10-23; 2006-10-23; 
HPSED; 2-endo 3-exo 5-endo 6-exo-8 9 10-heptachlorobornane; PARAM; False; 2006-10-23; 2006-10-23; 
HSUL; hydrogen sulphide (H2S-S); PARAM; False; 2006-10-23; 2006-10-23; 
HTMEA; height (mean or individual) (in combination with matrx); PARAM; False; 2006-10-23; 2006-10-23; 
HXBDE; hexa-bromodiphenyl ether (sum of congeners); PARAM; False; 2006-10-23; 2006-10-23; 
HXSED; 2-exo 3-endo 6-exo-8 9 10-hexachlorobornane; PARAM; False; 2006-10-23; 2006-10-23; 
HYVCBE; hydropic vacuolization of biliary epithelial cells and/or hepatocytes; PARAM; False; 2006-10-23; 2008-06-11; 
I; iodine; PARAM; False; 2006-10-23; 2006-10-23; 
I131; iodine-131; PARAM; False; 2009-07-14; 2009-07-14; 
ICDP; indeno[1 2 3-cd]pyrene; PARAM; False; 2006-10-23; 2006-10-23; 
ICHT SPP; Ichthyophonus sp.; PARAM; False; 2006-10-23; 2006-10-23; 
IMPF%; % females displaying imposex; PARAM; False; 2006-10-23; 2006-10-23; 
IMPS; imposex stage (reported for single individual as an integer) used to determine the Penis Classification Index; PARAM; False; 2006-10-23; 2014-09-26; 
IMPSI; imposex stage index - Deprecated. Use PCI; PARAM; True; 2006-10-23; 2015-03-05; 
INOPHE4; 4-Isononylphenol; PARAM; False; 2016-03-22; 2016-03-22; 
INTCILPRT; Intracellular ciliates and protistans; PARAM; False; 2012-03-06; 2012-03-06; 
INTF%; % females displaying intersex; PARAM; False; 2006-10-23; 2006-10-23; 
INTS; intersex stage; PARAM; False; 2006-10-23; 2006-10-23; 
INTSI; intersex stage index; PARAM; False; 2006-10-23; 2006-10-23; 
IOPRTN; Isoproturon; PARAM; False; 2007-06-28; 2007-06-28; 
IRGA; irgarol 1051; PARAM; False; 2006-10-23; 2006-10-23; 
ISOD; isodrin; PARAM; False; 2006-10-23; 2006-10-23; 
K; potassium; PARAM; False; 2006-10-23; 2006-10-23; 
K2O; Potassium oxide; PARAM; False; 2016-03-24; 2016-03-24; 
KELVN; kelevan; PARAM; False; 2012-02-21; 2012-02-21; 
KEPON; kepone; PARAM; False; 2006-10-23; 2006-10-23; 
LA; lanthanum; PARAM; False; 2006-10-23; 2006-10-23; 
LATend; Latitude at end of trawl/tow (MATRX=SI); PARAM; False; 2010-02-18; 2010-02-18; 
LATLIP; Lateral lipoidosis (lipoidosis metabolic disorder); PARAM; False; 2008-06-10; 2008-06-10; 
LC50; lethal concentration which kills 50% of test organisms; PARAM; False; 2006-10-23; 2006-10-23; 
LENACL; lenacil; PARAM; False; 2007-07-31; 2007-07-31; 
LEPE OPH; Lepeophtheirus sp.; PARAM; False; 2006-10-23; 2006-10-23; 
LERN AEO; Lernaeocera sp.; PARAM; False; 2006-10-23; 2006-10-23; 
LI; lithium; PARAM; False; 2006-10-23; 2006-10-23; 
LINRN; linuron; PARAM; False; 2006-10-23; 2006-10-23; 
LIPIDWT%; lipid weight percent; PARAM; False; 2006-10-23; 2007-05-15; 
LIPOFU; Lipofucin; PARAM; False; 2006-10-23; 2006-10-23; 
LISOI; liver somatic index  liver weight/whole organism weight) x 100); PARAM; False; 2006-10-23; 2013-08-14; 
LIVE NOD; nodule/tumour; PARAM; False; 2006-10-23; 2008-06-11; 
LMD; lysosomal membrane destabilization; PARAM; False; 2006-10-23; 2006-10-23; 
LNFPE; length of female penis (mm) (imposex); PARAM; False; 2006-10-23; 2006-10-23; 
LNFPR; length of female prostate gland (mm) (intersex); PARAM; False; 2006-10-23; 2006-10-23; 
LNMAX; length (max) (in combination with matrx); PARAM; False; 2006-10-23; 2006-10-23; 
LNMEA; length (mean or individual) (in combination with matrx); PARAM; False; 2006-10-23; 2006-10-23; 
LNMIN; length (min) (in combination with matrx); PARAM; False; 2006-10-23; 2006-10-23; 
LNMPE; length of male penis (mm) (imposex); PARAM; False; 2006-10-23; 2006-10-23; 
LNMPR; length of male prostate gland (mm) (intersex); PARAM; False; 2006-10-23; 2006-10-23; 
LOIGN; loss on ignition; PARAM; False; 2006-10-23; 2006-10-23; 
LONend; Longitude at end of trawl/tow (MATRX=SI); PARAM; False; 2010-02-18; 2010-02-18; 
LP; Lysosomal labilisation period; PARAM; False; 2014-07-23; 2014-07-23; 
LT-TOT; Litter - total; PARAM; False; 2014-03-26; 2015-03-31; 
LT-U; Litter - Unspecified Internal flag for non-linked LTREF/PARAM; PARAM; False; 2015-07-01; 2015-07-01; 
LT1; Litter - Plastic yoke or rings; PARAM; False; 2015-05-28; 2015-06-03; 
LT10; Litter - Plastic fragments; PARAM; False; 2015-06-03; 2015-06-03; 
LT11; Litter - Plastic pellets; PARAM; False; 2015-06-03; 2015-06-03; 
LT12; Litter - Synthetic rope; PARAM; False; 2015-06-03; 2015-06-03; 
LT13; Litter - Plastic fishing net; PARAM; False; 2015-06-03; 2015-06-03; 
LT14; Litter - Sanitary towel/tampons; PARAM; False; 2015-06-03; 2015-06-03; 
LT15; Litter - Plastic (undefined); PARAM; False; 2015-06-03; 2015-06-03; 
LT16; Litter - Metal can; PARAM; False; 2015-06-03; 2015-06-03; 
LT17; Litter - Metal drum; PARAM; False; 2015-06-03; 2015-06-03; 
LT18; Litter - Metal appliances; PARAM; False; 2015-06-03; 2015-06-03; 
LT19; Litter - Metal cables; PARAM; False; 2015-06-03; 2015-06-03; 
LT2; Litter - Plastic bottles and small containers; PARAM; False; 2015-06-03; 2015-06-03; 
LT20; Litter - Fishing related metal; PARAM; False; 2015-06-03; 2015-06-03; 
LT21; Litter - Metal wire; PARAM; False; 2015-06-03; 2015-06-03; 
LT22; Litter - Metal car parts; PARAM; False; 2015-06-03; 2015-06-03; 
LT23; Litter - Metal (undefined); PARAM; False; 2015-06-03; 2015-06-03; 
LT3; Litter - Plastic strapping band; PARAM; False; 2015-06-03; 2015-06-03; 
LT4; Litter - Plastic crates and large containers; PARAM; False; 2015-06-03; 2015-06-03; 
LT5; Litter - Plastic sheet; PARAM; False; 2015-06-03; 2015-06-03; 
LT6; Litter - Plastic caps and lids; PARAM; False; 2015-06-03; 2015-06-03; 
LT7; Litter - Plastic bags and bag pieces; PARAM; False; 2015-06-03; 2015-06-03; 
LT8; Litter - Plastic cable tie; PARAM; False; 2015-06-03; 2015-06-03; 
LT9; Litter - Plastic fishing line; PARAM; False; 2015-06-03; 2015-06-03; 
LU; Lutetium; PARAM; False; 2016-04-05; 2016-04-05; 
LYMCINF; lymphocytic/monocytic infiltration; PARAM; False; 2008-06-10; 2008-06-11; 
LYMP CYS; Lymphocystis; PARAM; False; 2006-10-23; 2006-10-23; 
M74; M74; PARAM; False; 2006-10-23; 2006-10-23; 
MAL; malathion; PARAM; False; 2006-10-23; 2006-10-23; 
MART REF; Martelia refringens; PARAM; False; 2012-03-05; 2012-03-05; 
MBDE; mono-bromodiphenyl ether (sum of congeners); PARAM; False; 2006-10-23; 2006-10-23; 
MBSN+; Monobutyltin ion; PARAM; False; 2006-10-23; 2006-10-23; 
MBTIN; monobutyltin (MBT) - expressed as Sn-atom; PARAM; False; 2006-10-23; 2008-11-28; 
MCB; Monochlorobenzene; PARAM; False; 2006-10-23; 2006-10-23; 
MCCP; medium chain chlorinated parrafin (C14-C17); PARAM; False; 2006-10-23; 2006-10-23; 
MCP2; o-chlorophenol; PARAM; False; 2006-10-23; 2006-10-23; 
MCP3; m-chlorophenol; PARAM; False; 2006-10-23; 2006-10-23; 
MCP4; p-chlorophenol; PARAM; False; 2006-10-23; 2006-10-23; 
MCPA; Acetic acid  (4-chloro-2-methylphenoxy)-; PARAM; False; 2006-10-23; 2006-10-23; 
MCPB; 4-(4-Chloro-2-methylphenoxy)butyric acid; PARAM; False; 2012-08-28; 2012-08-28; 
MCPP; Mecoprop; PARAM; False; 2006-10-23; 2006-10-23; 
MELAMC; melanomacrophage centres; PARAM; False; 2008-06-10; 2008-06-11; 
METHG; methyl mercury; PARAM; False; 2006-10-23; 2006-10-23; 
METOC; methoxychlor; PARAM; False; 2006-10-23; 2006-10-23; 
MG; magnesium; PARAM; False; 2006-10-23; 2006-10-23; 
MGO; Magnesium oxide; PARAM; False; 2016-03-21; 2016-03-21; 
MIREX; mirex; PARAM; False; 2006-10-23; 2006-10-23; 
MLCL; Metolachlor; PARAM; False; 2006-10-23; 2006-10-23; 
MLINU; Monolinuron; PARAM; False; 2007-07-31; 2007-07-31; 
MN; manganese; PARAM; False; 2006-10-23; 2006-10-23; 
MNC; Micronuclei; PARAM; False; 2012-03-07; 2012-03-07; 
MNC-QC-NR; Micronuclei-number of cells counted (QC parameter); PARAM; False; 2012-03-07; 2013-04-17; 
MNO; Manganese oxide; PARAM; False; 2016-03-24; 2016-03-24; 
MO; molybdenum; PARAM; False; 2006-10-23; 2006-10-23; 
MOCON%; moisture content percent; PARAM; False; 2006-10-23; 2007-05-15; 
MOH-C10C40; mineral oil hydrocarbons - C10-C40; PARAM; False; 2013-07-17; 2013-07-17; 
MOIL; mineral oil; PARAM; False; 2006-10-23; 2006-10-23; 
MORT%; % mortality; PARAM; False; 2006-10-23; 2006-10-23; 
MOSN+; monooctyltin ion; PARAM; False; 2008-09-08; 2008-09-08; 
MP2; 2-methylphenol; PARAM; False; 2006-10-23; 2006-10-23; 
MP3; 3-Methylphenol; PARAM; False; 2006-10-23; 2006-10-23; 
MP4; 4-Methylphenol; PARAM; False; 2006-10-23; 2006-10-23; 
MPSN+; Monophenyltin ion; PARAM; False; 2008-06-09; 2008-06-09; 
MPTIN; monophenyltin - expressed as Sn-atom; PARAM; False; 2006-10-23; 2008-11-28; 
MT; metallothionein; PARAM; False; 2006-10-23; 2013-05-02; 
